,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts
Rk,Player,Age,Tm,Pos,GP,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.
526,Juuso Riikola\riikoju01,25,PIT,D,37,2,0.05,0.08,0.14,0.05,0.27,1.16,2,3,5,2,26,4,19,0,3,22.7,22.4,0.3,0.0,1.2,1.2,0,,,
527,Juuso Valimaki\valimju01,20,CGY,D,24,1,0.04,0.08,0.13,0.04,0.50,1.17,1,2,3,1,11,0,18,5,-2,13.6,12.7,0.9,-0.1,0.4,0.4,0,,,
528,Kaden Fulcher\fulchka01,20,DET,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,1,0,0.3,0.6,,0.0,0.0,0.0,0,,,
529,Kailer Yamamoto\yamamka01,20,EDM,RW,17,1,0.06,0.06,0.12,0.05,0.12,0.76,1,1,2,1,5,1,11,1,-6,9.3,8.3,0.9,-0.3,0.0,-0.3,0,,,
530,Kalle Kossila\kossika01,25,ANA,LW,8,1,0.13,0.00,0.13,0.07,0.50,1.38,1,0,1,1,1,0,4,2,-1,1.4,1.9,-0.6,0.0,0.1,0.0,0,,,
531,Karl Alzner\alzneka01,30,MTL,D,9,0,0.00,0.11,0.11,0.03,0.22,0.89,0,1,1,0,4,0,6,3,1,3.9,4.4,-0.5,-0.1,0.4,0.3,0,,,
532,Karson Kuhlman\kuhlmka01,23,BOS,C,11,2,0.27,0.18,0.45,0.20,0.18,1.36,3,2,5,2,9,0,6,2,5,6.4,4.8,1.6,0.4,0.4,0.8,0,,,
533,Kasperi Kapanen\kapanka01,22,TOR,RW,78,17,0.26,0.31,0.56,0.22,0.35,2.23,20,24,44,17,73,6,68,13,12,56.4,53.2,3.2,2.8,1.5,4.4,1,0,1,0.0
534,Keith Kinkaid\kinkake01,29,NJD,G,41,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,108,23,129,22,0,79.0,84.7,,0.0,0.0,4.3,0,,,
535,Keith Yandle\yandlke01,32,FLA,D,82,19,0.11,0.65,0.76,0.23,0.61,2.43,9,53,62,19,128,52,98,5,-17,65.6,70.2,-4.6,4.8,2.7,7.5,0,,,
536,Kenny Agostino\agostke01,26,TOT,LW,63,8,0.10,0.29,0.38,0.13,0.54,1.25,6,18,24,8,36,8,32,1,-3,25.1,25.7,-0.7,0.8,0.9,1.6,0,,,
536,Kenny Agostino\agostke01,26,NJD,LW,27,5,0.15,0.33,0.48,0.17,0.30,1.52,4,9,13,5,19,4,18,1,-2,14.2,13.9,0.3,0.6,0.5,1.1,1,0,1,0.0
537,Kerby Rychel\rycheke01,24,CGY,LW,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,1,1,0,-1,0.0,1.3,-1.3,-0.1,0.0,-0.1,0,,,
538,Kevan Miller\milleke03,31,BOS,D,39,2,0.00,0.18,0.18,0.05,0.90,0.82,0,7,7,2,26,0,27,9,8,24.6,26.0,-1.4,-0.1,2.1,2.0,0,,,
539,Kevin Boyle\boyleke01,26,ANA,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,2,10,3,0,8.6,8.2,,0.0,0.0,1.0,0,,,
540,Kevin Connauton\connake01,28,ARI,D,50,3,0.02,0.14,0.16,0.05,0.44,1.52,1,7,8,2,34,0,50,14,-2,29.4,36.9,-7.6,-0.2,2.4,2.3,0,,,
541,Kevin Fiala\fialake01,22,TOT,LW,83,14,0.16,0.31,0.47,0.17,0.43,2.10,13,26,39,14,53,15,61,0,-23,50.5,53.6,-3.2,1.7,0.7,2.4,0,,,
541,Kevin Fiala\fialake01,22,NSH,LW,64,12,0.16,0.34,0.50,0.18,0.41,2.05,10,22,32,11,43,10,44,0,-11,39.0,42.7,-3.7,1.6,0.7,2.3,2,0,2,0.0
541,Kevin Fiala\fialake01,22,MIN,LW,19,3,0.16,0.21,0.37,0.14,0.53,2.26,3,4,7,3,10,5,17,0,-12,11.5,10.9,0.5,0.1,0.0,0.1,2,0,2,0.0
542,Kevin Gravel\graveke01,26,EDM,D,36,1,0.00,0.08,0.08,0.02,0.11,1.22,0,3,3,1,17,0,24,5,-2,15.5,18.3,-2.8,-0.3,1.0,0.6,0,,,
543,Kevin Hayes\hayeske01,26,TOT,RW,71,20,0.27,0.51,0.77,0.28,0.17,2.20,19,36,55,20,72,18,69,13,-2,49.1,37.9,11.2,3.8,1.4,5.3,0,,,
543,Kevin Hayes\hayeske01,26,NYR,RW,51,15,0.27,0.55,0.82,0.30,0.20,2.33,14,28,42,15,54,15,48,10,1,38.5,27.2,11.3,2.9,1.2,4.1,4,1,3,25.0
544,Kevin Labanc\labanke01,23,SJS,RW,82,20,0.21,0.48,0.68,0.24,0.44,1.59,17,39,56,20,79,28,52,1,-1,43.0,39.8,3.2,4.0,1.0,5.1,0,,,
545,Kevin Rooney\rooneke01,25,NJD,C,41,4,0.15,0.10,0.24,0.11,0.37,0.95,6,4,10,4,16,0,26,6,-4,16.0,18.1,-2.1,0.2,0.6,0.8,0,,,
546,Kevin Roy\royke01,25,ANA,C,3,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,0,0,1,0,-1,1.8,0.8,1.0,-0.1,0.0,-0.1,0,,,
547,Kevin Shattenkirk\shattke01,30,NYR,D,73,8,0.03,0.36,0.38,0.11,0.27,2.03,2,26,28,8,56,12,61,3,-15,51.0,50.7,0.3,1.3,1.8,3.1,8,5,3,62.5
548,Kevin Stenlund\stenlke01,22,CBJ,C,4,0,0.00,0.00,0.00,0.00,1.00,0.75,0,0,0,0,0,0,0,0,0,2.1,0.8,1.3,-0.1,0.0,-0.1,0,,,
549,Kiefer Sherwood\sherwki01,23,ANA,RW,50,5,0.12,0.12,0.24,0.10,0.16,1.20,6,6,12,5,21,0,21,1,1,18.7,30.7,-12.0,0.2,0.8,1.0,0,,,
550,Kole Sherwood\sherwko01,22,CBJ,RW,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,0,0,0,0.8,0.5,0.3,-0.1,0.0,0.0,0,,,
